TIME,TollNow Point,Referenz Point,Abstand beider Punkte
2022-12-28T09:00:05,"(52.50590185959471, 13.369917085891103)","(52.5059339873422, 13.3698372415644)",6.478116597665242
2022-12-28T09:00:06,"(52.50594370250119, 13.36978290172738)","(52.5059772608951, 13.3697174708179)",5.791021223722748
2022-12-28T09:00:08,"(52.50602543559088, 13.36951403017296)","(52.5060851598333, 13.3694999611667)",6.708960921422486
2022-12-28T09:00:10,"(52.50611329928624, 13.36929092727529)","(52.5061497746667, 13.3692740518333)",4.21363468116104
2022-12-28T09:00:12,"(52.50617996917281, 13.369099120517468)","(52.506200552, 13.369104416)",2.316602118574256
2022-12-28T09:00:14,"(52.50622096376787, 13.368987875639608)","(52.5062384146667, 13.368995849)",2.0140964998559165
2022-12-28T09:00:16,"(52.506273258719226, 13.36895684490767)","(52.5062633071667, 13.3689384485)",1.665759313256632
2022-12-28T09:00:23,"(52.50631321327749, 13.368857968582123)","(52.506323365, 13.3688399208333)",1.663219587871365
2022-12-28T09:00:24,"(52.50638385698519, 13.368837501458671)","(52.5063666773333, 13.3687959821667)",3.397911623164105
2022-12-28T09:00:26,"(52.506505127664646, 13.368763760880164)","(52.506495312, 13.3687400338333)",1.9416772791763792
2022-12-28T09:00:28,"(52.50665165026129, 13.368747829596858)","(52.5066537796667, 13.3687817186667)",2.305836535612448
2022-12-28T09:00:30,"(52.50681783301301, 13.36888799182403)","(52.5068391675, 13.3688866396667)",2.3740545088904477
2022-12-28T09:00:31,"(52.506926427562654, 13.368954302870902)","(52.5069399311667, 13.3689432353333)",1.6780025729900039
2022-12-28T09:00:33,"(52.50715809274043, 13.369079841450402)","(52.5071509405, 13.3690700155)",1.0367004823837132
2022-12-28T09:00:35,"(52.50737455276576, 13.369194978874267)","(52.5073570008333, 13.3691775973333)",2.2788070802234155
2022-12-28T09:00:37,"(52.50757735005019, 13.369299854850372)","(52.507561539, 13.3692901211667)",1.877480983166257
2022-12-28T09:00:38,"(52.50768224320535, 13.369355127632776)","(52.5076635063333, 13.3693464825)",2.164046007542281
2022-12-28T09:00:40,"(52.507888375617696, 13.369474423123712)","(52.5078682275, 13.3694604755)",2.4311173083060225
2022-12-28T09:00:42,"(52.50809517001486, 13.369601618391291)","(52.5080716066667, 13.369576567)",3.1208363530089396
2022-12-28T09:00:43,"(52.50819679850287, 13.369664623427916)","(52.5081715038333, 13.3696345448333)",3.4720239401601933
2022-12-28T09:00:45,"(52.50839474758583, 13.369781760704232)","(52.5083636566667, 13.3697668946667)",3.600582182465849
2022-12-28T09:00:46,"(52.50848141589067, 13.369867471972428)","(52.5084493023333, 13.3698634391667)",3.5812849865634417
2022-12-28T09:00:48,"(52.508610402948456, 13.370118291636334)","(52.5085940771667, 13.3701122306667)",1.861113334018584
2022-12-28T09:00:50,"(52.50875114115155, 13.370408031834078)","(52.5087339916667, 13.3703925186667)",2.176855095906613
2022-12-28T09:00:52,"(52.50889863421221, 13.370712957482462)","(52.5088813618333, 13.3706902521667)",2.45967143492901
2022-12-28T09:00:54,"(52.509042985183214, 13.37103741821748)","(52.5090146156667, 13.3710004216667)",4.027449753277824
2022-12-28T09:00:56,"(52.50905407174089, 13.37139486876185)","(52.5090830688333, 13.371335324)",5.1609936307390365
2022-12-28T09:00:57,"(52.509066260552366, 13.371548821933752)","(52.5090956413333, 13.3714836793333)",5.487229907438172
2022-12-28T09:00:59,"(52.50908789947296, 13.371812832563943)","(52.5091502978333, 13.3717080885)",9.919283692021992
2022-12-28T09:01:00,"(52.50909523766325, 13.371906272678348)","(52.509205098, 13.371777414)",15.00936867902618
2022-12-28T09:01:02,"(52.50935989323652, 13.371856063131816)","(52.509349376, 13.3718083898333)",3.431788800713316
2022-12-28T09:01:04,"(52.50952508511114, 13.371793417006227)","(52.5095172476667, 13.371762792)",2.2483647252543797
2022-12-28T09:01:06,"(52.50973883742061, 13.371756796237532)","(52.5097101213333, 13.3717127835)",4.36669002475369
2022-12-28T09:01:08,"(52.50995429242708, 13.371715028022264)","(52.5099069066667, 13.3716619906667)",6.375460825009674
2022-12-28T09:01:10,"(52.51015097845555, 13.371665667851092)","(52.5100950998333, 13.3716077805)",7.345339487217462
2022-12-28T09:01:11,"(52.510253125060046, 13.371639436850616)","(52.5101852591667, 13.3715767765)",8.656206485422667
2022-12-28T09:01:13,"(52.51044979225912, 13.37158172770673)","(52.5103602586667, 13.3715182583333)",10.842763318211242
2022-12-28T09:01:15,"(52.51061426301397, 13.371492923178618)","(52.5105254213333, 13.3714671868333)",10.03112156244435
2022-12-28T09:01:17,"(52.51075776085, 13.37142791393341)","(52.510669853, 13.3714252083333)",9.776635178775786
2022-12-28T09:01:19,"(52.51086950622306, 13.371400148704163)","(52.5107763298333, 13.3713878958333)",10.39388541669548
2022-12-28T09:01:20,"(52.51089469472184, 13.37138015578524)","(52.510807124, 13.3713755283333)",9.742467844751541
2022-12-28T09:01:23,"(52.51091606689878, 13.371350336204946)","(52.510820396, 13.3713725215)",10.743557152016916
2022-12-28T09:01:46,"(52.51095359728636, 13.371338403226863)","(52.5108566251667, 13.3713137966667)",10.910649642591945
2022-12-28T09:01:48,"(52.51104067779896, 13.371314627966132)","(52.5109505583333, 13.371270677)",10.45294377176742
2022-12-28T09:01:50,"(52.51116313437937, 13.371236823283663)","(52.5110781976667, 13.3712146363333)",9.563151871336443
2022-12-28T09:01:52,"(52.511303380857726, 13.37116054785342)","(52.5112281708333, 13.3711447823333)",8.43076627924441
2022-12-28T09:01:54,"(52.51146855568837, 13.371078198517326)","(52.5114006403333, 13.3710700778333)",7.571822860729452
2022-12-28T09:01:56,"(52.51163595146565, 13.371004446422807)","(52.5115769991667, 13.3709971875)",6.573586040723959
2022-12-28T09:01:57,"(52.51172272293877, 13.370967137651732)","(52.511668942, 13.3709646755)",5.982496591005872
2022-12-28T09:01:59,"(52.511890753502925, 13.370897540474362)","(52.5118539718333, 13.3709032333333)",4.108045119561152
2022-12-28T09:02:01,"(52.51206691539939, 13.370809681444085)","(52.5120512791667, 13.3708235158333)",1.9747078451108209
2022-12-28T09:02:03,"(52.51226139548535, 13.370720273562911)","(52.5122514056667, 13.3707318956667)",1.3610634208826797
2022-12-28T09:02:05,"(52.51245842156389, 13.370630391716915)","(52.5124876573886, 13.3706904435923)",5.204130329360524
2022-12-28T09:02:07,"(52.51266073720127, 13.3705448187805)","(52.5127139542175, 13.3706056387678)",7.208066246865485
2022-12-28T09:02:09,"(52.51286733421699, 13.370473565300712)","(52.5129375526056, 13.3705218451851)",8.463941299175708
2022-12-28T09:02:11,"(52.51307500665752, 13.370420748957809)","(52.5131676644715, 13.370435610674)",10.35206142286804
2022-12-28T09:02:15,"(52.51349697893813, 13.370247766158537)","(52.5136509864446, 13.3702545523557)",17.13103326574484
2022-12-28T09:04:26,"(52.52829171776596, 13.367584646833656)","(52.526183226122, 13.3676779622479)",234.53886791887234
2022-12-28T09:04:27,"(52.528338183029575, 13.367576281949928)","(52.5263087285738, 13.3676783285714)",225.7709175415588
2022-12-28T09:04:29,"(52.52720200062812, 13.367823430034877)","(52.5265892577347, 13.3677004641539)",68.6399359920282
2022-12-28T09:04:31,"(52.52698521643484, 13.367739699320753)","(52.5268736359057, 13.3677233949916)",12.456136368778816
2022-12-28T09:04:33,"(52.52716984064015, 13.367764306743714)","(52.5271424611898, 13.3677387375142)",3.5015359138000406
2022-12-28T09:04:35,"(52.52734017267375, 13.367777389408856)","(52.5273964422544, 13.3677805442959)",6.260539488398257
2022-12-28T09:04:36,"(52.52744139453886, 13.367775615945424)","(52.5275286847541, 13.3678092532407)",9.969411696508365
2022-12-28T09:04:38,"(52.52766022152799, 13.36782038493045)","(52.5277878027295, 13.367890102134)",14.949822818839042
2022-12-28T09:04:40,"(52.52786456778739, 13.367913394566102)","(52.5280077844664, 13.3680253089195)",17.63299422650867
2022-12-28T09:04:42,"(52.52806918549601, 13.368062596187668)","(52.5281947035343, 13.3682056714366)",16.984571901683243
2022-12-28T09:04:44,"(52.52824821057317, 13.368249248269043)","(52.528357979934, 13.3684008595404)",15.942726494348785
2022-12-28T09:04:46,"(52.52841805490374, 13.368466340260555)","(52.5284971479276, 13.3686084014585)",13.02694586601436
2022-12-28T09:04:47,"(52.52849534840977, 13.368586516582964)","(52.5285451071685, 13.3687152637843)",10.318289001315675
2022-12-28T09:04:48,"(52.52855803264784, 13.368706204139729)","(52.5285885797592, 13.3688121289988)",7.92983502801577
2022-12-28T09:04:50,"(52.52865062768658, 13.36894070035821)","(52.5286590168159, 13.3689797682877)",2.8026314947931033
2022-12-28T09:04:52,"(52.528713848265774, 13.369120820895809)","(52.5287076259372, 13.3691091324812)",1.0506668255466778
2022-12-28T09:04:53,"(52.528737990342734, 13.369187731656035)","(52.5287262238842, 13.3691586274806)",2.363906694531626
2022-12-28T09:04:55,"(52.528768181140286, 13.369280588881658)","(52.5287526426984, 13.3692289362725)",3.897989792415649
2022-12-28T09:04:57,"(52.5287827933355, 13.369331835245498)","(52.528768321853, 13.369270663445)",4.439949112722506
2022-12-28T09:05:00,"(52.52879341202162, 13.369390390938229)","(52.5287707916005, 13.3692772362216)",8.057238937919374
2022-12-28T09:05:12,"(52.52879063119772, 13.369434600102329)","(52.528782242248, 13.3693077100039)",8.634263930367574
2022-12-28T09:05:14,"(52.528826480953626, 13.369552582810014)","(52.5288186538742, 13.3693995736689)",10.387119174249857
2022-12-28T09:05:16,"(52.52888658564537, 13.369670942848565)","(52.5288637089212, 13.3695075772677)",11.340147931612506
2022-12-28T09:05:18,"(52.528979772815326, 13.369700982436129)","(52.5289376303139, 13.3695497045712)",11.255326018930456
2022-12-28T09:05:19,"(52.529036880417614, 13.369638449029638)","(52.5290051174532, 13.3695025261256)",9.84972556034157
2022-12-28T09:05:20,"(52.52910823731325, 13.369583014994696)","(52.5290818470173, 13.3694488865492)",9.536046448984733
2022-12-28T09:05:22,"(52.5292699059396, 13.369461916530271)","(52.5292489671047, 13.3693444403125)",8.280877677556346
2022-12-28T09:05:24,"(52.52943413837334, 13.369366148688538)","(52.5294282616667, 13.3693182528333)",3.3052014684365543
2022-12-28T09:05:26,"(52.52958952701009, 13.369263849585789)","(52.5295931906667, 13.3692045691667)",4.030705468511802
2022-12-28T09:05:28,"(52.52975356115949, 13.369155670621094)","(52.5297586415, 13.369091815)",4.356325077053694
2022-12-28T09:05:30,"(52.52991086547839, 13.369036174911097)","(52.5299257268333, 13.368962657)",5.240500855657074
2022-12-28T09:05:32,"(52.53008379850548, 13.368885685852186)","(52.5300886663333, 13.3688070936667)",5.343847683400749
2022-12-28T09:05:34,"(52.53023694864409, 13.368694381819669)","(52.5302480585, 13.3686481541667)",3.3622307868785573
2022-12-28T09:05:36,"(52.53041547194151, 13.368529855967376)","(52.5304050141667, 13.368496801)",2.5202888420052334
2022-12-28T09:05:37,"(52.530486367419165, 13.368424356495732)","(52.5304822266667, 13.3684208585)",0.5176734586323606
2022-12-28T09:05:39,"(52.530636219517135, 13.36825409235338)","(52.5306346043333, 13.36827061)",1.1316639195183242
2022-12-28T09:05:41,"(52.53079326443088, 13.368091762424903)","(52.5307838173333, 13.3681229356667)",2.3558467033120136
2022-12-28T09:05:43,"(52.53094857680901, 13.36793444741218)","(52.5309340943333, 13.3679740131667)",3.1235054441705734
2022-12-28T09:05:44,"(52.53102558208703, 13.367858892594109)","(52.531010284, 13.3678990456667)",3.204811452362939
2022-12-28T09:05:45,"(52.53110495512482, 13.36778021137948)","(52.5310877993333, 13.3678220751667)",3.4144146831478275
2022-12-28T09:05:47,"(52.53126800096203, 13.367620604527264)","(52.5312483495, 13.367661861)",3.544427402470153
2022-12-28T09:05:49,"(52.53142378042135, 13.36746466500688)","(52.5314083893333, 13.3675107305)",3.5550544414148004
2022-12-28T09:05:51,"(52.53157788537392, 13.367327857585376)","(52.5315717075, 13.3673776745)",3.439055365230346
2022-12-28T09:05:53,"(52.531742630073694, 13.36716652602233)","(52.53173314, 13.3672232771667)",3.9811820955061608
2022-12-28T09:05:55,"(52.53190567446879, 13.367003345296675)","(52.5318993768333, 13.3670572315)",3.7116357999897165
2022-12-28T09:05:56,"(52.531987676385015, 13.366915879430696)","(52.5319810293333, 13.3669703895)",3.760522428463134
2022-12-28T09:05:58,"(52.53215205355599, 13.366742267415855)","(52.5321463926667, 13.3667867936667)",3.07690902949379
2022-12-28T09:05:59,"(52.53223709459783, 13.366655973257684)","(52.5322308761667, 13.3666979168333)",2.9201770014913118
2022-12-28T09:06:01,"(52.53240371285234, 13.366497238942932)","(52.5323998398333, 13.3665262475)",2.0088837738459353
2022-12-28T09:06:03,"(52.532575950844205, 13.366326717429054)","(52.5325715303333, 13.366354599)",1.9489438369133771
2022-12-28T09:06:05,"(52.53275723352108, 13.366125524416194)","(52.5327624736667, 13.3661660613333)",2.803177987543745
2022-12-28T09:06:07,"(52.5329631372756, 13.365878686568696)","(52.5329737428333, 13.3659320878333)",3.7997234206024544
2022-12-28T09:06:09,"(52.53319365706583, 13.365640679124818)","(52.5331952738333, 13.3656900353333)",3.343298625190743
2022-12-28T09:06:11,"(52.53341995731987, 13.365413924616297)","(52.5334262201667, 13.3654562525)",2.946527391290104
2022-12-28T09:06:12,"(52.53353360655668, 13.365302441297752)","(52.5335400748333, 13.3653449415)",2.963308101357901
2022-12-28T09:06:14,"(52.53375281040341, 13.365079727176573)","(52.5337610826667, 13.3651281355)",3.40105380579943
2022-12-28T09:06:16,"(52.5339532103176, 13.364860248324156)","(52.533968129, 13.3649115923333)",3.848717509884175
2022-12-28T09:06:18,"(52.53415259016917, 13.364664483796084)","(52.5341600311667, 13.3647207293333)",3.893308727256642
2022-12-28T09:06:20,"(52.53428722549278, 13.364522237302296)","(52.5343020451667, 13.3645844791667)",4.52096442505149
2022-12-28T09:06:22,"(52.53436675824694, 13.364443230083175)","(52.5343810861667, 13.3644999873333)",4.1564322003990375
2022-12-28T09:06:30,"(52.53441983468513, 13.364421876828215)","(52.534415861, 13.3644495125)",1.9207426882110392
2022-12-28T09:06:46,"(52.53437593220416, 13.364463763588391)","(52.534351119, 13.3643738838333)",6.676135414941998
2022-12-28T09:06:47,"(52.53429062740042, 13.364545151554642)","(52.53431207, 13.364418789)",8.873307956457595
2022-12-28T09:06:49,"(52.53410164925632, 13.364666078924916)","(52.5341901793333, 13.364545082)",12.801778850044938
2022-12-28T09:06:50,"(52.53402305303735, 13.364745851468047)","(52.534112713, 13.3646239621667)",12.937030654908906
2022-12-28T09:06:52,"(52.533865635156, 13.364886089878125)","(52.5339579273333, 13.364776764)",12.649077507428904
2022-12-28T09:06:54,"(52.53372506956868, 13.365016647179406)","(52.533813551, 13.3649193286667)",11.837652696102765
2022-12-28T09:06:55,"(52.53365893300629, 13.365087600043886)","(52.5337453345, 13.3649863721667)",11.797618993900057
2022-12-28T09:06:56,"(52.533602364657554, 13.36514050933737)","(52.5336798076667, 13.3650513661667)",10.512383486826375
2022-12-28T09:06:58,"(52.53351185167162, 13.36520424024043)","(52.533568149, 13.3651616568333)",6.890841731830226
2022-12-28T09:07:01,"(52.53346641190333, 13.365233123627426)","(52.5334868991667, 13.365241599)",2.349106695542761
2022-12-28T09:07:05,"(52.533442965402, 13.365259885508404)","(52.5334831296667, 13.3652438518333)",4.595861062979489
2022-12-28T09:07:14,"(52.53340651700527, 13.3652688491347)","(52.5334794713333, 13.3652466721667)",8.249685653694296
2022-12-28T09:07:16,"(52.53337053074991, 13.365299388234774)","(52.533448575, 13.365277601)",8.80237481723443
2022-12-28T09:07:17,"(52.53333715912851, 13.365329125941669)","(52.53341612, 13.3653092963333)",8.881918292057499
2022-12-28T09:07:19,"(52.53325252820741, 13.365409230018196)","(52.5333296808333, 13.3653943728333)",8.63765104792593
2022-12-28T09:07:21,"(52.53315127178151, 13.36551025915208)","(52.5332240433333, 13.3654993065)",8.125681120876568
2022-12-28T09:07:23,"(52.53304000220282, 13.365627512385853)","(52.5331107668333, 13.365611045)",7.947124550716481
2022-12-28T09:07:24,"(52.53297754739405, 13.365694106737765)","(52.5330483741667, 13.3656720066667)",8.016202254303883
2022-12-28T09:07:26,"(52.532843963208585, 13.365828242301044)","(52.5329085765, 13.3658082813333)",7.3104442363393645
2022-12-28T09:07:27,"(52.532771965457606, 13.36589674880449)","(52.5328346443333, 13.3658807286667)",7.053318485864049
2022-12-28T09:07:29,"(52.532621167065365, 13.36603809383418)","(52.5326842386667, 13.3660298403333)",7.035436826371652
2022-12-28T09:07:30,"(52.53254681311265, 13.366112783481222)","(52.5326049661667, 13.3661072413333)",6.477190892632762
2022-12-28T09:07:31,"(52.53246421984258, 13.36619050116449)","(52.5325216833333, 13.3661817445)",6.417051933805679
2022-12-28T09:07:33,"(52.53229292428635, 13.366345702227866)","(52.5323462073333, 13.3663303228333)",6.015446695471664
2022-12-28T09:07:35,"(52.5321107153576, 13.366541914314904)","(52.5321720533333, 13.3664987128333)",7.420132204893838
2022-12-28T09:07:36,"(52.53201976925425, 13.366639789819663)","(52.532088137, 13.3665867003333)",8.407651633623365
2022-12-28T09:07:38,"(52.53185265976332, 13.366834555741654)","(52.531926096, 13.3667740478333)",9.134065900317962
2022-12-28T09:07:39,"(52.53176731583948, 13.3669301101308)","(52.531840445, 13.3668638448333)",9.28516613347911
2022-12-28T09:07:41,"(52.53159451057254, 13.367080398148284)","(52.531669734, 13.367034346)",8.9257044200278
2022-12-28T09:07:43,"(52.5314184240374, 13.367240400372706)","(52.5314967861667, 13.3672036131667)",9.061836405407377
2022-12-28T09:07:45,"(52.53125394361152, 13.367406619712378)","(52.531323881, 13.3673707223333)",8.146972714660834
2022-12-28T09:07:47,"(52.53110048063422, 13.367571361565515)","(52.5311534945, 13.3675382006667)",6.307232592301907
2022-12-28T09:07:49,"(52.53094496981576, 13.36775516454228)","(52.5309870641667, 13.3677016571667)",5.916847937472753
2022-12-28T09:07:51,"(52.53078545004959, 13.367917978433915)","(52.5308214291667, 13.3678664035)",5.30818421912282
2022-12-28T09:07:52,"(52.53070356400335, 13.367998163128767)","(52.5307344988333, 13.367952686)",4.614711875169506
2022-12-28T09:07:54,"(52.53052384670354, 13.36818666670837)","(52.5305565796667, 13.3681355331667)",5.02112121970031
2022-12-28T09:07:56,"(52.5303476993663, 13.36838679141811)","(52.5303802168333, 13.3683362271667)",4.977246145189009
2022-12-28T09:07:57,"(52.53025786638228, 13.36848559959036)","(52.5302900933333, 13.3684366118333)",4.880811623434792
2022-12-28T09:07:58,"(52.53017070165836, 13.368583666197866)","(52.5301982791667, 13.3685338736667)",4.555011229884667
2022-12-28T09:08:00,"(52.52997604099227, 13.368753903778046)","(52.530014358, 13.3687184491667)",4.889297964955105
2022-12-28T09:08:02,"(52.52979201878084, 13.3689204193063)","(52.5298312041667, 13.3688880743333)",4.875722938984013
2022-12-28T09:08:04,"(52.52960136515414, 13.369054691929811)","(52.529641728, 13.369023882)",4.948454709082157
2022-12-28T09:08:05,"(52.52950240052013, 13.369120980130782)","(52.5295453956667, 13.3690884816667)",5.262072902495197
2022-12-28T09:08:07,"(52.529311846474265, 13.369250945045618)","(52.5293543295, 13.3692185465)",5.2075454358664555
2022-12-28T09:08:09,"(52.529133450912674, 13.36936960353692)","(52.5291775455, 13.3693417391667)",5.252936176981372
2022-12-28T09:08:10,"(52.52905679919041, 13.369420085228366)","(52.529100019, 13.369396353)",5.066884617481402
2022-12-28T09:08:12,"(52.52893224435075, 13.36945426787585)","(52.5289653958333, 13.3694359208333)",3.8896071970807427
2022-12-28T09:08:14,"(52.52884150093497, 13.369299402779202)","(52.5288659046667, 13.3692928133333)",2.749942996251351
2022-12-28T09:08:16,"(52.52875719608483, 13.36904638424592)","(52.5287753203333, 13.369046548)",2.015357707006066
2022-12-28T09:08:18,"(52.528632965957286, 13.368762751288928)","(52.5286643208333, 13.368773758)",3.5651264003384595
2022-12-28T09:08:19,"(52.52856413515634, 13.368636853689477)","(52.5285993623333, 13.368639376)",3.920803250754725
2022-12-28T09:08:21,"(52.528408291775406, 13.368384597463033)","(52.5284429975, 13.3683700155)",3.983183223920206
2022-12-28T09:08:22,"(52.52831522359805, 13.36825641637036)","(52.5283457805, 13.3682374795)",3.631244917918118
2022-12-28T09:08:24,"(52.528114321811, 13.36802743889482)","(52.5281170626667, 13.3679949371667)",2.219698546339356
2022-12-28T09:08:26,"(52.52787023297064, 13.367839208287222)","(52.5278633361667, 13.36781098)",2.0578346648756973
2022-12-28T09:08:27,"(52.52773696779913, 13.367771844599869)","(52.527732944, 13.3677490561667)",1.6052214797352096
2022-12-28T09:08:29,"(52.52746924846381, 13.36769650531035)","(52.5274696373333, 13.3676812073333)",1.0357954043127569
2022-12-28T09:08:31,"(52.52721350924765, 13.367654780034076)","(52.5272045236667, 13.3676514536667)",1.0241789463611617
2022-12-28T09:08:33,"(52.52694695383231, 13.36762324651666)","(52.5269412886667, 13.3676307853333)",0.810507166878277
2022-12-28T09:08:35,"(52.5266704855383, 13.367595531307638)","(52.5266717733333, 13.3676050658333)",0.6607166463896703
2022-12-28T09:08:36,"(52.52652940118602, 13.367580734098434)","(52.5265280925, 13.3675942661667)",0.9269438343505089
2022-12-28T09:08:37,"(52.5263862177985, 13.367568916982476)","(52.5263777825, 13.3675721195)",0.9626599343601414
2022-12-28T09:08:39,"(52.52609951856562, 13.367568122399287)","(52.5260704513953, 13.3675484544874)",3.495285385072162
2022-12-28T09:08:41,"(52.52581859018038, 13.36761319059061)","(52.5257761149221, 13.36759922358)",4.8166296765365235
2022-12-28T09:08:42,"(52.52568203849297, 13.36765096269928)","(52.5256352398236, 13.3676369586447)",5.289320354046407
2022-12-28T09:08:44,"(52.52541644566526, 13.367717648782756)","(52.5253536052407, 13.3676653034084)",7.83367450410833
2022-12-28T09:08:45,"(52.52526488803498, 13.367695702380413)","(52.5252158214945, 13.3676710712195)",5.704754458269767
2022-12-28T09:08:50,"(52.52463578862387, 13.367695273251227)","(52.5245572340353, 13.3677151408479)",8.837693562647353
2022-12-28T09:08:51,"(52.52450766439712, 13.367714620612706)","(52.5244314662024, 13.367755172287)",8.90595527347674
2022-12-28T09:08:53,"(52.524257523018, 13.367812515766106)","(52.5241893177806, 13.3678668894351)",8.429141874862834
2022-12-28T09:08:55,"(52.52402464949753, 13.367989955879844)","(52.5239804152006, 13.3680490062971)",6.336649791278577
2022-12-28T09:08:57,"(52.52383748597689, 13.368277486667044)","(52.5238032883288, 13.3682744873387)",3.808020530900663
2022-12-28T09:08:58,"(52.52374032961512, 13.368415903338676)","(52.5237333159207, 13.3684034371322)",1.1487147348814397
2022-12-28T09:08:59,"(52.52366590745848, 13.36858699047028)","(52.5236701698277, 13.3685379292688)",3.3528945779793125
2022-12-28T09:09:01,"(52.52352890356948, 13.368943938998624)","(52.5235614296048, 13.3688130427104)",9.565866559539979
2022-12-28T09:09:03,"(52.523401407088194, 13.369310769405438)","(52.5234747646917, 13.369079366336)",17.653188651049817
2022-12-28T09:09:05,"(52.52325896187766, 13.369661889685265)","(52.5233971435947, 13.3693178980698)",27.887520474097556
2022-12-28T09:09:07,"(52.52307478161479, 13.369954162851478)","(52.5233184478578, 13.3695435049544)",38.80750366780786
2022-12-28T09:09:08,"(52.522967344544966, 13.370070861894511)","(52.5232658597171, 13.3696545850842)",43.53142773227097
2022-12-28T09:09:10,"(52.52274423426832, 13.370281150285267)","(52.5231311374002, 13.3698857307185)",50.6612713721459
2022-12-28T09:09:12,"(52.52251951671941, 13.370487333933884)","(52.5229233969179, 13.3701014282962)",51.94746643989475
2022-12-28T09:09:14,"(52.52229393353054, 13.370690838721252)","(52.5226830779637, 13.3703155581945)",50.17009231402987
2022-12-28T09:09:15,"(52.52218063907768, 13.370791844138385)","(52.5225650138714, 13.3704207561061)",49.569153183415146
2022-12-28T09:11:23,"(52.5079379560646, 13.369655619558458)","(52.5064234951828, 13.3722973646452)",245.61354987558113
2022-12-28T09:11:28,"(52.505908410342585, 13.372167840507256)","(52.505733832766, 13.372117277337)",19.71151760493783
2022-12-28T09:11:29,"(52.50581422233079, 13.372139908157331)","(52.5056117775685, 13.3720822653332)",22.846441376206464
2022-12-28T09:11:31,"(52.50564057578067, 13.372198384236064)","(52.5053715720663, 13.3720270759442)",32.080468472440685
2022-12-28T09:11:32,"(52.50557353039527, 13.372155094868909)","(52.5052595885734, 13.3720125515706)",36.21743232476978
2022-12-28T09:11:34,"(52.50539638884966, 13.372093963202936)","(52.5052296034378, 13.3718524970478)",24.719285112596737
2022-12-28T09:11:36,"(52.50531302682729, 13.372023293333273)","(52.5052528019143, 13.3717475435637)",19.828674790113844
2022-12-28T09:11:37,"(52.50528045307179, 13.3720154217918)","(52.5052681426968, 13.3717007379606)",21.3427366155984
2022-12-28T09:11:39,"(52.505227850327735, 13.371953108337031)","(52.5052957340322, 13.3716165552211)",23.99707107110116
2022-12-28T09:11:41,"(52.50523142672124, 13.371806835595716)","(52.5053365141193, 13.3715036471312)",23.614508416276614
2022-12-28T09:11:43,"(52.5053047102688, 13.371634035970986)","(52.505407296625, 13.3713319850686)",23.410843122894025
2022-12-28T09:11:45,"(52.50540421170763, 13.371387897365215)","(52.5054971040447, 13.3711002842263)",22.037147482780412
2022-12-28T09:11:47,"(52.50552348504892, 13.371064611578548)","(52.5056031296845, 13.3708240728508)",18.533185061327355
2022-12-28T09:11:49,"(52.50564195952723, 13.370722053708606)","(52.5057070966371, 13.3705375200315)",14.437893845208503
2022-12-28T09:11:51,"(52.50574937159951, 13.370406603588672)","(52.5057961655036, 13.3702640479861)",10.962091529570476
2022-12-28T09:11:53,"(52.50584813068127, 13.370108785116749)","(52.5058784359731, 13.3700089900277)",7.548302607591109
2022-12-28T09:11:55,"(52.50594138254403, 13.369833649956387)","(52.5059558011455, 13.3697720816867)",4.464860361264282
2022-12-28T09:11:57,"(52.50602166276129, 13.369583309505764)","(52.5060718173333, 13.369566376)",5.693488150401016
2022-12-28T09:11:59,"(52.50610303154823, 13.36934548588219)","(52.5061504111667, 13.369334509)",5.320506195280098
2022-12-28T09:12:01,"(52.506185846299, 13.36912558988724)","(52.506218872, 13.3691122461667)",3.781717952436898
2022-12-28T09:12:02,"(52.50620409286706, 13.368999300016542)","(52.5062560523333, 13.3690022028333)",5.780976474436864
2022-12-28T09:12:04,"(52.50634693693371, 13.368852204410198)","(52.5063642708333, 13.3688266925)",2.5877557275737644
2022-12-28T09:12:06,"(52.50651175484773, 13.36876822506745)","(52.5065171661667, 13.3687440125)",1.745713441200612
2022-12-28T09:12:08,"(52.5066929163725, 13.368829203979748)","(52.5066977453333, 13.3687999865)",2.049072793958888
2022-12-28T09:12:09,"(52.50679155204776, 13.368882729581278)","(52.5067881761667, 13.3688535393333)",2.0109662804103
2022-12-28T09:12:11,"(52.50698823997571, 13.368993486296198)","(52.506970728, 13.3689577741667)",3.103825174950851
2022-12-28T09:12:13,"(52.50717400825942, 13.369087745051573)","(52.5071479045, 13.3690670216667)",3.22371339032294
2022-12-28T09:12:15,"(52.507358370582985, 13.369183391072369)","(52.5073258478333, 13.3691580475)",4.002526763515135
2022-12-28T09:12:17,"(52.50753287224066, 13.369273618950828)","(52.5074988703333, 13.3692535021667)",4.018515184198474
2022-12-28T09:12:19,"(52.50770086326577, 13.36937092566592)","(52.5076635305, 13.3693460176667)",4.4804477484183085
2022-12-28T09:12:20,"(52.50778040677393, 13.36942105459175)","(52.5077437181667, 13.3693920068333)",4.528572316061837
2022-12-28T09:12:21,"(52.50785894231261, 13.369467498997633)","(52.5078221953333, 13.3694367266667)",4.5862288116867145
2022-12-28T09:12:23,"(52.50801170949739, 13.369556950329786)","(52.507974622, 13.369521642)",4.766264661474059
2022-12-28T09:12:25,"(52.50814594812516, 13.369637155341524)","(52.5081056001667, 13.3695956908333)",5.291858402186905
